speed_kn,foc_mt_day,draft_m,wave_m,wind_beaufort
11.5,17.08,9.8,4.0,0
11.5,17.45,9.8,4.0,1
11.5,17.83,9.8,4.0,2
11.5,18.2,9.8,4.0,3
11.5,18.58,9.8,4.0,4
11.5,18.96,9.8,4.0,5
11.5,19.33,9.8,4.0,6
11.5,19.71,9.8,4.0,7
11.5,20.08,9.8,4.0,8
11.5,12.68,10.0,0.0,0
11.5,12.96,10.0,0.0,1
11.5,13.24,10.0,0.0,2
11.5,13.51,10.0,0.0,3
11.5,13.79,10.0,0.0,4
11.5,14.07,10.0,0.0,5
11.5,14.35,10.0,0.0,6
11.5,14.63,10.0,0.0,7
11.5,14.91,10.0,0.0,8
11.5,12.96,10.0,0.25,0
11.5,13.25,10.0,0.25,1
11.5,13.53,10.0,0.25,2
11.5,13.82,10.0,0.25,3
11.5,14.1,10.0,0.25,4
11.5,14.39,10.0,0.25,5
11.5,14.67,10.0,0.25,6
11.5,14.96,10.0,0.25,7
11.5,15.24,10.0,0.25,8
11.5,13.25,10.0,0.5,0
11.5,13.54,10.0,0.5,1
11.5,13.83,10.0,0.5,2
11.5,14.12,10.0,0.5,3
11.5,14.41,10.0,0.5,4
11.5,14.71,10.0,0.5,5
11.5,15.0,10.0,0.5,6
11.5,15.29,10.0,0.5,7
11.5,15.58,10.0,0.5,8
11.5,13.53,10.0,0.75,0
11.5,13.83,10.0,0.75,1
11.5,14.13,10.0,0.75,2
11.5,14.43,10.0,0.75,3
11.5,14.72,10.0,0.75,4
11.5,15.02,10.0,0.75,5
11.5,15.32,10.0,0.75,6
11.5,15.62,10.0,0.75,7
11.5,15.92,10.0,0.75,8
11.5,13.82,10.0,1.0,0
11.5,14.12,10.0,1.0,1
11.5,14.43,10.0,1.0,2
11.5,14.73,10.0,1.0,3
11.5,15.04,10.0,1.0,4
11.5,15.34,10.0,1.0,5
11.5,15.64,10.0,1.0,6
11.5,15.95,10.0,1.0,7
11.5,16.25,10.0,1.0,8
11.5,14.1,10.0,1.25,0
11.5,14.41,10.0,1.25,1
11.5,14.72,10.0,1.25,2
11.5,15.04,10.0,1.25,3
11.5,15.35,10.0,1.25,4
11.5,15.66,10.0,1.25,5
11.5,15.97,10.0,1.25,6
11.5,16.28,10.0,1.25,7
11.5,16.59,10.0,1.25,8
11.5,14.39,10.0,1.5,0
11.5,14.71,10.0,1.5,1
11.5,15.02,10.0,1.5,2
11.5,15.34,10.0,1.5,3
11.5,15.66,10.0,1.5,4
11.5,15.97,10.0,1.5,5
11.5,16.29,10.0,1.5,6
11.5,16.61,10.0,1.5,7
11.5,16.92,10.0,1.5,8
11.5,14.67,10.0,1.75,0
11.5,15.0,10.0,1.75,1
11.5,15.32,10.0,1.75,2
11.5,15.64,10.0,1.75,3
11.5,15.97,10.0,1.75,4
11.5,16.29,10.0,1.75,5
11.5,16.61,10.0,1.75,6
11.5,16.93,10.0,1.75,7
11.5,17.26,10.0,1.75,8
11.5,14.96,10.0,2.0,0
11.5,15.29,10.0,2.0,1
11.5,15.62,10.0,2.0,2
11.5,15.95,10.0,2.0,3
11.5,16.28,10.0,2.0,4
11.5,16.61,10.0,2.0,5
11.5,16.93,10.0,2.0,6
11.5,17.26,10.0,2.0,7
11.5,17.59,10.0,2.0,8
11.5,15.25,10.0,2.25,0
11.5,15.58,10.0,2.25,1
11.5,15.92,10.0,2.25,2
11.5,16.25,10.0,2.25,3
11.5,16.59,10.0,2.25,4
11.5,16.92,10.0,2.25,5
11.5,17.26,10.0,2.25,6
11.5,17.59,10.0,2.25,7
11.5,17.93,10.0,2.25,8
11.5,15.53,10.0,2.5,0
11.5,15.87,10.0,2.5,1
11.5,16.21,10.0,2.5,2
11.5,16.56,10.0,2.5,3
11.5,16.9,10.0,2.5,4
11.5,17.24,10.0,2.5,5
11.5,17.58,10.0,2.5,6
11.5,17.92,10.0,2.5,7
11.5,18.26,10.0,2.5,8
11.5,15.82,10.0,2.75,0
11.5,16.16,10.0,2.75,1
11.5,16.51,10.0,2.75,2
11.5,16.86,10.0,2.75,3
11.5,17.21,10.0,2.75,4
11.5,17.56,10.0,2.75,5
11.5,17.9,10.0,2.75,6
11.5,18.25,10.0,2.75,7
11.5,18.6,10.0,2.75,8
11.5,16.1,10.0,3.0,0
11.5,16.46,10.0,3.0,1
11.5,16.81,10.0,3.0,2
11.5,17.16,10.0,3.0,3
11.5,17.52,10.0,3.0,4
11.5,17.87,10.0,3.0,5
11.5,18.23,10.0,3.0,6
11.5,18.58,10.0,3.0,7
11.5,18.93,10.0,3.0,8
11.5,16.39,10.0,3.25,0
11.5,16.75,10.0,3.25,1
11.5,17.11,10.0,3.25,2
11.5,17.47,10.0,3.25,3
11.5,17.83,10.0,3.25,4
11.5,18.19,10.0,3.25,5
11.5,18.55,10.0,3.25,6
11.5,18.91,10.0,3.25,7
11.5,19.27,10.0,3.25,8
11.5,16.67,10.0,3.5,0
11.5,17.04,10.0,3.5,1
11.5,17.41,10.0,3.5,2
11.5,17.77,10.0,3.5,3
11.5,18.14,10.0,3.5,4
11.5,18.51,10.0,3.5,5
11.5,18.87,10.0,3.5,6
11.5,19.24,10.0,3.5,7
11.5,19.61,10.0,3.5,8
11.5,16.96,10.0,3.75,0
11.5,17.33,10.0,3.75,1
11.5,17.7,10.0,3.75,2
11.5,18.08,10.0,3.75,3
11.5,18.45,10.0,3.75,4
11.5,18.82,10.0,3.75,5
11.5,19.2,10.0,3.75,6
11.5,19.57,10.0,3.75,7
11.5,19.94,10.0,3.75,8
11.5,17.24,10.0,4.0,0
11.5,17.62,10.0,4.0,1
11.5,18.0,10.0,4.0,2
11.5,18.38,10.0,4.0,3
11.5,18.76,10.0,4.0,4
11.5,19.14,10.0,4.0,5
11.5,19.52,10.0,4.0,6
11.5,19.9,10.0,4.0,7
11.5,20.28,10.0,4.0,8
11.5,12.8,10.2,0.0,0
11.5,13.08,10.2,0.0,1
11.5,13.36,10.2,0.0,2
11.5,13.64,10.2,0.0,3
11.5,13.93,10.2,0.0,4
11.5,14.21,10.2,0.0,5
11.5,14.49,10.2,0.0,6
11.5,14.77,10.2,0.0,7
11.5,15.05,10.2,0.0,8
11.5,13.09,10.2,0.25,0
11.5,13.37,10.2,0.25,1
11.5,13.66,10.2,0.25,2
11.5,13.95,10.2,0.25,3
11.5,14.24,10.2,0.25,4
11.5,14.53,10.2,0.25,5
11.5,14.81,10.2,0.25,6
11.5,15.1,10.2,0.25,7
11.5,15.39,10.2,0.25,8
11.5,13.37,10.2,0.5,0
11.5,13.67,10.2,0.5,1
11.5,13.96,10.2,0.5,2
11.5,14.26,10.2,0.5,3
11.5,14.55,10.2,0.5,4
11.5,14.85,10.2,0.5,5
11.5,15.14,10.2,0.5,6
11.5,15.43,10.2,0.5,7
11.5,15.73,10.2,0.5,8
11.5,13.66,10.2,0.75,0
11.5,13.96,10.2,0.75,1
11.5,14.26,10.2,0.75,2
11.5,14.56,10.2,0.75,3
11.5,14.86,10.2,0.75,4
11.5,15.17,10.2,0.75,5
11.5,15.47,10.2,0.75,6
11.5,15.77,10.2,0.75,7
11.5,16.07,10.2,0.75,8
11.5,13.95,10.2,1.0,0
11.5,14.26,10.2,1.0,1
11.5,14.56,10.2,1.0,2
11.5,14.87,10.2,1.0,3
11.5,15.18,10.2,1.0,4
11.5,15.49,10.2,1.0,5
11.5,15.79,10.2,1.0,6
11.5,16.1,10.2,1.0,7
11.5,16.41,10.2,1.0,8
11.5,14.24,10.2,1.25,0
11.5,14.55,10.2,1.25,1
11.5,14.87,10.2,1.25,2
11.5,15.18,10.2,1.25,3
11.5,15.49,10.2,1.25,4
11.5,15.8,10.2,1.25,5
11.5,16.12,10.2,1.25,6
11.5,16.43,10.2,1.25,7
11.5,16.74,10.2,1.25,8
11.5,14.53,10.2,1.5,0
11.5,14.85,10.2,1.5,1
11.5,15.17,10.2,1.5,2
11.5,15.49,10.2,1.5,3
11.5,15.8,10.2,1.5,4
11.5,16.12,10.2,1.5,5
11.5,16.44,10.2,1.5,6
11.5,16.76,10.2,1.5,7
11.5,17.08,10.2,1.5,8
11.5,14.81,10.2,1.75,0
11.5,15.14,10.2,1.75,1
11.5,15.47,10.2,1.75,2
11.5,15.79,10.2,1.75,3
11.5,16.12,10.2,1.75,4
11.5,16.44,10.2,1.75,5
11.5,16.77,10.2,1.75,6
11.5,17.1,10.2,1.75,7
11.5,17.42,10.2,1.75,8
11.5,15.1,10.2,2.0,0
11.5,15.43,10.2,2.0,1
11.5,15.77,10.2,2.0,2
11.5,16.1,10.2,2.0,3
11.5,16.43,10.2,2.0,4
11.5,16.76,10.2,2.0,5
11.5,17.1,10.2,2.0,6
11.5,17.43,10.2,2.0,7
11.5,17.76,10.2,2.0,8
11.5,15.39,10.2,2.25,0
11.5,15.73,10.2,2.25,1
11.5,16.07,10.2,2.25,2
11.5,16.41,10.2,2.25,3
11.5,16.74,10.2,2.25,4
11.5,17.08,10.2,2.25,5
11.5,17.42,10.2,2.25,6
11.5,17.76,10.2,2.25,7
11.5,18.1,10.2,2.25,8
11.5,15.68,10.2,2.5,0
11.5,16.02,10.2,2.5,1
11.5,16.37,10.2,2.5,2
11.5,16.71,10.2,2.5,3
11.5,17.06,10.2,2.5,4
11.5,17.4,10.2,2.5,5
11.5,17.75,10.2,2.5,6
11.5,18.09,10.2,2.5,7
11.5,18.44,10.2,2.5,8
11.5,15.97,10.2,2.75,0
11.5,16.32,10.2,2.75,1
11.5,16.67,10.2,2.75,2
11.5,17.02,10.2,2.75,3
11.5,17.37,10.2,2.75,4
11.5,17.72,10.2,2.75,5
11.5,18.07,10.2,2.75,6
11.5,18.43,10.2,2.75,7
11.5,18.78,10.2,2.75,8
11.5,16.25,10.2,3.0,0
11.5,16.61,10.2,3.0,1
11.5,16.97,10.2,3.0,2
11.5,17.33,10.2,3.0,3
11.5,17.68,10.2,3.0,4
11.5,18.04,10.2,3.0,5
11.5,18.4,10.2,3.0,6
11.5,18.76,10.2,3.0,7
11.5,19.12,10.2,3.0,8
11.5,16.54,10.2,3.25,0
11.5,16.91,10.2,3.25,1
11.5,17.27,10.2,3.25,2
11.5,17.63,10.2,3.25,3
11.5,18.0,10.2,3.25,4
11.5,18.36,10.2,3.25,5
11.5,18.73,10.2,3.25,6
11.5,19.09,10.2,3.25,7
11.5,19.45,10.2,3.25,8
11.5,16.83,10.2,3.5,0
11.5,17.2,10.2,3.5,1
11.5,17.57,10.2,3.5,2
11.5,17.94,10.2,3.5,3
11.5,18.31,10.2,3.5,4
11.5,18.68,10.2,3.5,5
11.5,19.05,10.2,3.5,6
11.5,19.42,10.2,3.5,7
11.5,19.79,10.2,3.5,8
11.5,17.12,10.2,3.75,0
11.5,17.49,10.2,3.75,1
11.5,17.87,10.2,3.75,2
11.5,18.25,10.2,3.75,3
11.5,18.62,10.2,3.75,4
11.5,19.0,10.2,3.75,5
11.5,19.38,10.2,3.75,6
11.5,19.75,10.2,3.75,7
11.5,20.13,10.2,3.75,8
11.5,17.41,10.2,4.0,0
11.5,17.79,10.2,4.0,1
11.5,18.17,10.2,4.0,2
11.5,18.56,10.2,4.0,3
11.5,18.94,10.2,4.0,4
11.5,19.32,10.2,4.0,5
11.5,19.7,10.2,4.0,6
11.5,20.09,10.2,4.0,7
11.5,20.47,10.2,4.0,8
11.5,12.92,10.4,0.0,0
11.5,13.2,10.4,0.0,1
11.5,13.49,10.4,0.0,2
11.5,13.77,10.4,0.0,3
11.5,14.06,10.4,0.0,4
11.5,14.34,10.4,0.0,5
11.5,14.62,10.4,0.0,6
11.5,14.91,10.4,0.0,7
11.5,15.19,10.4,0.0,8
11.5,13.21,10.4,0.25,0
11.5,13.5,10.4,0.25,1
11.5,13.79,10.4,0.25,2
11.5,14.08,10.4,0.25,3
11.5,14.37,10.4,0.25,4
11.5,14.66,10.4,0.25,5
11.5,14.95,10.4,0.25,6
11.5,15.24,10.4,0.25,7
11.5,15.54,10.4,0.25,8
11.5,13.5,10.4,0.5,0
11.5,13.8,10.4,0.5,1
11.5,14.09,10.4,0.5,2
11.5,14.39,10.4,0.5,3
11.5,14.69,10.4,0.5,4
11.5,14.99,10.4,0.5,5
11.5,15.28,10.4,0.5,6
11.5,15.58,10.4,0.5,7
11.5,15.88,10.4,0.5,8
11.5,13.79,10.4,0.75,0
11.5,14.09,10.4,0.75,1
11.5,14.4,10.4,0.75,2
11.5,14.7,10.4,0.75,3
11.5,15.01,10.4,0.75,4
11.5,15.31,10.4,0.75,5
11.5,15.61,10.4,0.75,6
11.5,15.92,10.4,0.75,7
11.5,16.22,10.4,0.75,8
11.5,14.08,10.4,1.0,0
11.5,14.39,10.4,1.0,1
11.5,14.7,10.4,1.0,2
11.5,15.01,10.4,1.0,3
11.5,15.32,10.4,1.0,4
11.5,15.63,10.4,1.0,5
11.5,15.94,10.4,1.0,6
11.5,16.25,10.4,1.0,7
11.5,16.56,10.4,1.0,8
11.5,14.37,10.4,1.25,0
11.5,14.69,10.4,1.25,1
11.5,15.01,10.4,1.25,2
11.5,15.32,10.4,1.25,3
11.5,15.64,10.4,1.25,4
11.5,15.95,10.4,1.25,5
11.5,16.27,10.4,1.25,6
11.5,16.59,10.4,1.25,7
11.5,16.9,10.4,1.25,8
11.5,14.66,10.4,1.5,0
11.5,14.99,10.4,1.5,1
11.5,15.31,10.4,1.5,2
11.5,15.63,10.4,1.5,3
11.5,15.95,10.4,1.5,4
11.5,16.28,10.4,1.5,5
11.5,16.6,10.4,1.5,6
11.5,16.92,10.4,1.5,7
11.5,17.24,10.4,1.5,8
11.5,14.95,10.4,1.75,0
11.5,15.28,10.4,1.75,1
11.5,15.61,10.4,1.75,2
11.5,15.94,10.4,1.75,3
11.5,16.27,10.4,1.75,4
11.5,16.6,10.4,1.75,5
11.5,16.93,10.4,1.75,6
11.5,17.26,10.4,1.75,7
11.5,17.59,10.4,1.75,8
11.5,15.24,10.4,2.0,0
11.5,15.58,10.4,2.0,1
11.5,15.92,10.4,2.0,2
11.5,16.25,10.4,2.0,3
11.5,16.59,10.4,2.0,4
11.5,16.92,10.4,2.0,5
11.5,17.26,10.4,2.0,6
11.5,17.59,10.4,2.0,7
11.5,17.93,10.4,2.0,8
11.5,15.54,10.4,2.25,0
11.5,15.88,10.4,2.25,1
11.5,16.22,10.4,2.25,2
11.5,16.56,10.4,2.25,3
11.5,16.9,10.4,2.25,4
11.5,17.24,10.4,2.25,5
11.5,17.59,10.4,2.25,6
11.5,17.93,10.4,2.25,7
11.5,18.27,10.4,2.25,8
11.5,15.83,10.4,2.5,0
11.5,16.17,10.4,2.5,1
11.5,16.52,10.4,2.5,2
11.5,16.87,10.4,2.5,3
11.5,17.22,10.4,2.5,4
11.5,17.57,10.4,2.5,5
11.5,17.92,10.4,2.5,6
11.5,18.26,10.4,2.5,7
11.5,18.61,10.4,2.5,8
11.5,16.12,10.4,2.75,0
11.5,16.47,10.4,2.75,1
11.5,16.83,10.4,2.75,2
11.5,17.18,10.4,2.75,3
11.5,17.54,10.4,2.75,4
11.5,17.89,10.4,2.75,5
11.5,18.24,10.4,2.75,6
11.5,18.6,10.4,2.75,7
11.5,18.95,10.4,2.75,8
11.5,16.41,10.4,3.0,0
11.5,16.77,10.4,3.0,1
11.5,17.13,10.4,3.0,2
11.5,17.49,10.4,3.0,3
11.5,17.85,10.4,3.0,4
11.5,18.21,10.4,3.0,5
11.5,18.57,10.4,3.0,6
11.5,18.93,10.4,3.0,7
11.5,19.3,10.4,3.0,8
11.5,16.7,10.4,3.25,0
11.5,17.07,10.4,3.25,1
11.5,17.43,10.4,3.25,2
11.5,17.8,10.4,3.25,3
11.5,18.17,10.4,3.25,4
11.5,18.54,10.4,3.25,5
11.5,18.9,10.4,3.25,6
11.5,19.27,10.4,3.25,7
11.5,19.64,10.4,3.25,8
11.5,16.99,10.4,3.5,0
11.5,17.36,10.4,3.5,1
11.5,17.74,10.4,3.5,2
11.5,18.11,10.4,3.5,3
11.5,18.48,10.4,3.5,4
11.5,18.86,10.4,3.5,5
11.5,19.23,10.4,3.5,6
11.5,19.61,10.4,3.5,7
11.5,19.98,10.4,3.5,8
11.5,17.28,10.4,3.75,0
11.5,17.66,10.4,3.75,1
11.5,18.04,10.4,3.75,2
11.5,18.42,10.4,3.75,3
11.5,18.8,10.4,3.75,4
11.5,19.18,10.4,3.75,5
11.5,19.56,10.4,3.75,6
11.5,19.94,10.4,3.75,7
11.5,20.32,10.4,3.75,8
11.5,17.57,10.4,4.0,0
11.5,17.96,10.4,4.0,1
11.5,18.34,10.4,4.0,2
11.5,18.73,10.4,4.0,3
11.5,19.12,10.4,4.0,4
11.5,19.5,10.4,4.0,5
11.5,19.89,10.4,4.0,6
11.5,20.28,10.4,4.0,7
11.5,20.66,10.4,4.0,8
11.5,13.04,10.6,0.0,0
11.5,13.33,10.6,0.0,1
11.5,13.61,10.6,0.0,2
11.5,13.9,10.6,0.0,3
11.5,14.19,10.6,0.0,4
11.5,14.47,10.6,0.0,5
11.5,14.76,10.6,0.0,6
11.5,15.05,10.6,0.0,7
11.5,15.34,10.6,0.0,8
11.5,13.33,10.6,0.25,0
11.5,13.63,10.6,0.25,1
11.5,13.92,10.6,0.25,2
11.5,14.21,10.6,0.25,3
11.5,14.51,10.6,0.25,4
11.5,14.8,10.6,0.25,5
11.5,15.09,10.6,0.25,6
11.5,15.39,10.6,0.25,7
11.5,15.68,10.6,0.25,8
11.5,13.63,10.6,0.5,0
11.5,13.93,10.6,0.5,1
11.5,14.23,10.6,0.5,2
11.5,14.53,10.6,0.5,3
11.5,14.83,10.6,0.5,4
11.5,15.13,10.6,0.5,5
11.5,15.43,10.6,0.5,6
11.5,15.73,10.6,0.5,7
11.5,16.03,10.6,0.5,8
11.5,13.92,10.6,0.75,0
11.5,14.23,10.6,0.75,1
11.5,14.53,10.6,0.75,2
11.5,14.84,10.6,0.75,3
11.5,15.15,10.6,0.75,4
11.5,15.45,10.6,0.75,5
11.5,15.76,10.6,0.75,6
11.5,16.06,10.6,0.75,7
11.5,16.37,10.6,0.75,8
11.5,14.21,10.6,1.0,0
11.5,14.53,10.6,1.0,1
11.5,14.84,10.6,1.0,2
11.5,15.15,10.6,1.0,3
11.5,15.46,10.6,1.0,4
11.5,15.78,10.6,1.0,5
11.5,16.09,10.6,1.0,6
11.5,16.4,10.6,1.0,7
11.5,16.72,10.6,1.0,8
11.5,14.51,10.6,1.25,0
11.5,14.83,10.6,1.25,1
11.5,15.15,10.6,1.25,2
11.5,15.46,10.6,1.25,3
11.5,15.78,10.6,1.25,4
11.5,16.1,10.6,1.25,5
11.5,16.42,10.6,1.25,6
11.5,16.74,10.6,1.25,7
11.5,17.06,10.6,1.25,8
11.5,14.8,10.6,1.5,0
11.5,15.13,10.6,1.5,1
11.5,15.45,10.6,1.5,2
11.5,15.78,10.6,1.5,3
11.5,16.1,10.6,1.5,4
11.5,16.43,10.6,1.5,5
11.5,16.75,10.6,1.5,6
11.5,17.08,10.6,1.5,7
11.5,17.41,10.6,1.5,8
11.5,15.09,10.6,1.75,0
11.5,15.43,10.6,1.75,1
11.5,15.76,10.6,1.75,2
11.5,16.09,10.6,1.75,3
11.5,16.42,10.6,1.75,4
11.5,16.75,10.6,1.75,5
11.5,17.09,10.6,1.75,6
11.5,17.42,10.6,1.75,7
11.5,17.75,10.6,1.75,8
11.5,15.39,10.6,2.0,0
11.5,15.73,10.6,2.0,1
11.5,16.06,10.6,2.0,2
11.5,16.4,10.6,2.0,3
11.5,16.74,10.6,2.0,4
11.5,17.08,10.6,2.0,5
11.5,17.42,10.6,2.0,6
11.5,17.76,10.6,2.0,7
11.5,18.1,10.6,2.0,8
11.5,15.68,10.6,2.25,0
11.5,16.03,10.6,2.25,1
11.5,16.37,10.6,2.25,2
11.5,16.72,10.6,2.25,3
11.5,17.06,10.6,2.25,4
11.5,17.41,10.6,2.25,5
11.5,17.75,10.6,2.25,6
11.5,18.1,10.6,2.25,7
11.5,18.44,10.6,2.25,8
11.5,15.97,10.6,2.5,0
11.5,16.33,10.6,2.5,1
11.5,16.68,10.6,2.5,2
11.5,17.03,10.6,2.5,3
11.5,17.38,10.6,2.5,4
11.5,17.73,10.6,2.5,5
11.5,18.08,10.6,2.5,6
11.5,18.43,10.6,2.5,7
11.5,18.79,10.6,2.5,8
11.5,16.27,10.6,2.75,0
11.5,16.63,10.6,2.75,1
11.5,16.98,10.6,2.75,2
11.5,17.34,10.6,2.75,3
11.5,17.7,10.6,2.75,4
11.5,18.06,10.6,2.75,5
11.5,18.41,10.6,2.75,6
11.5,18.77,10.6,2.75,7
11.5,19.13,10.6,2.75,8
11.5,16.56,10.6,3.0,0
11.5,16.93,10.6,3.0,1
11.5,17.29,10.6,3.0,2
11.5,17.65,10.6,3.0,3
11.5,18.02,10.6,3.0,4
11.5,18.38,10.6,3.0,5
11.5,18.75,10.6,3.0,6
11.5,19.11,10.6,3.0,7
11.5,19.48,10.6,3.0,8
11.5,16.85,10.6,3.25,0
11.5,17.23,10.6,3.25,1
11.5,17.6,10.6,3.25,2
11.5,17.97,10.6,3.25,3
11.5,18.34,10.6,3.25,4
11.5,18.71,10.6,3.25,5
11.5,19.08,10.6,3.25,6
11.5,19.45,10.6,3.25,7
11.5,19.82,10.6,3.25,8
11.5,17.15,10.6,3.5,0
11.5,17.53,10.6,3.5,1
11.5,17.9,10.6,3.5,2
11.5,18.28,10.6,3.5,3
11.5,18.66,10.6,3.5,4
11.5,19.03,10.6,3.5,5
11.5,19.41,10.6,3.5,6
11.5,19.79,10.6,3.5,7
11.5,20.17,10.6,3.5,8
11.5,17.44,10.6,3.75,0
11.5,17.82,10.6,3.75,1
11.5,18.21,10.6,3.75,2
11.5,18.59,10.6,3.75,3
11.5,18.98,10.6,3.75,4
11.5,19.36,10.6,3.75,5
11.5,19.74,10.6,3.75,6
11.5,20.13,10.6,3.75,7
11.5,20.51,10.6,3.75,8
11.5,17.73,10.6,4.0,0
11.5,18.12,10.6,4.0,1
11.5,18.52,10.6,4.0,2
11.5,18.91,10.6,4.0,3
11.5,19.3,10.6,4.0,4
11.5,19.69,10.6,4.0,5
11.5,20.08,10.6,4.0,6
11.5,20.47,10.6,4.0,7
11.5,20.86,10.6,4.0,8
11.5,13.16,10.8,0.0,0
11.5,13.45,10.8,0.0,1
11.5,13.74,10.8,0.0,2
11.5,14.03,10.8,0.0,3
11.5,14.32,10.8,0.0,4
11.5,14.61,10.8,0.0,5
11.5,14.9,10.8,0.0,6
11.5,15.19,10.8,0.0,7
11.5,15.48,10.8,0.0,8
11.5,13.46,10.8,0.25,0
11.5,13.75,10.8,0.25,1
11.5,14.05,10.8,0.25,2
11.5,14.35,10.8,0.25,3
11.5,14.64,10.8,0.25,4
11.5,14.94,10.8,0.25,5
11.5,15.23,10.8,0.25,6
11.5,15.53,10.8,0.25,7
11.5,15.83,10.8,0.25,8
11.5,13.75,10.8,0.5,0
11.5,14.06,10.8,0.5,1
11.5,14.36,10.8,0.5,2
11.5,14.66,10.8,0.5,3
11.5,14.96,10.8,0.5,4
11.5,15.27,10.8,0.5,5
11.5,15.57,10.8,0.5,6
11.5,15.87,10.8,0.5,7
11.5,16.17,10.8,0.5,8
11.5,14.05,10.8,0.75,0
11.5,14.36,10.8,0.75,1
11.5,14.67,10.8,0.75,2
11.5,14.98,10.8,0.75,3
11.5,15.29,10.8,0.75,4
11.5,15.59,10.8,0.75,5
11.5,15.9,10.8,0.75,6
11.5,16.21,10.8,0.75,7
11.5,16.52,10.8,0.75,8
11.5,14.35,10.8,1.0,0
11.5,14.66,10.8,1.0,1
11.5,14.98,10.8,1.0,2
11.5,15.29,10.8,1.0,3
11.5,15.61,10.8,1.0,4
11.5,15.92,10.8,1.0,5
11.5,16.24,10.8,1.0,6
11.5,16.55,10.8,1.0,7
11.5,16.87,10.8,1.0,8
11.5,14.64,10.8,1.25,0
11.5,14.96,10.8,1.25,1
11.5,15.29,10.8,1.25,2
11.5,15.61,10.8,1.25,3
11.5,15.93,10.8,1.25,4
11.5,16.25,10.8,1.25,5
11.5,16.57,10.8,1.25,6
11.5,16.9,10.8,1.25,7
11.5,17.22,10.8,1.25,8
11.5,14.94,10.8,1.5,0
11.5,15.27,10.8,1.5,1
11.5,15.59,10.8,1.5,2
11.5,15.92,10.8,1.5,3
11.5,16.25,10.8,1.5,4
11.5,16.58,10.8,1.5,5
11.5,16.91,10.8,1.5,6
11.5,17.24,10.8,1.5,7
11.5,17.57,10.8,1.5,8
11.5,15.23,10.8,1.75,0
11.5,15.57,10.8,1.75,1
11.5,15.9,10.8,1.75,2
11.5,16.24,10.8,1.75,3
11.5,16.57,10.8,1.75,4
11.5,16.91,10.8,1.75,5
11.5,17.24,10.8,1.75,6
11.5,17.58,10.8,1.75,7
11.5,17.91,10.8,1.75,8
11.5,15.53,10.8,2.0,0
11.5,15.87,10.8,2.0,1
11.5,16.21,10.8,2.0,2
11.5,16.55,10.8,2.0,3
11.5,16.9,10.8,2.0,4
11.5,17.24,10.8,2.0,5
11.5,17.58,10.8,2.0,6
11.5,17.92,10.8,2.0,7
11.5,18.26,10.8,2.0,8
11.5,15.83,10.8,2.25,0
11.5,16.17,10.8,2.25,1
11.5,16.52,10.8,2.25,2
11.5,16.87,10.8,2.25,3
11.5,17.22,10.8,2.25,4
11.5,17.57,10.8,2.25,5
11.5,17.92,10.8,2.25,6
11.5,18.26,10.8,2.25,7
11.5,18.61,10.8,2.25,8
11.5,16.12,10.8,2.5,0
11.5,16.48,10.8,2.5,1
11.5,16.83,10.8,2.5,2
11.5,17.19,10.8,2.5,3
11.5,17.54,10.8,2.5,4
11.5,17.9,10.8,2.5,5
11.5,18.25,10.8,2.5,6
11.5,18.6,10.8,2.5,7
11.5,18.96,10.8,2.5,8
11.5,16.42,10.8,2.75,0
11.5,16.78,10.8,2.75,1
11.5,17.14,10.8,2.75,2
11.5,17.5,10.8,2.75,3
11.5,17.86,10.8,2.75,4
11.5,18.22,10.8,2.75,5
11.5,18.59,10.8,2.75,6
11.5,18.95,10.8,2.75,7
11.5,19.31,10.8,2.75,8
11.5,16.71,10.8,3.0,0
11.5,17.08,10.8,3.0,1
11.5,17.45,10.8,3.0,2
11.5,17.82,10.8,3.0,3
11.5,18.19,10.8,3.0,4
11.5,18.55,10.8,3.0,5
11.5,18.92,10.8,3.0,6
11.5,19.29,10.8,3.0,7
11.5,19.66,10.8,3.0,8
11.5,17.01,10.8,3.25,0
11.5,17.38,10.8,3.25,1
11.5,17.76,10.8,3.25,2
11.5,18.13,10.8,3.25,3
11.5,18.51,10.8,3.25,4
11.5,18.88,10.8,3.25,5
11.5,19.26,10.8,3.25,6
11.5,19.63,10.8,3.25,7
11.5,20.0,10.8,3.25,8
11.5,17.31,10.8,3.5,0
11.5,17.69,10.8,3.5,1
11.5,18.07,10.8,3.5,2
11.5,18.45,10.8,3.5,3
11.5,18.83,10.8,3.5,4
11.5,19.21,10.8,3.5,5
11.5,19.59,10.8,3.5,6
11.5,19.97,10.8,3.5,7
11.5,20.35,10.8,3.5,8
11.5,17.6,10.8,3.75,0
11.5,17.99,10.8,3.75,1
11.5,18.38,10.8,3.75,2
11.5,18.76,10.8,3.75,3
11.5,19.15,10.8,3.75,4
11.5,19.54,10.8,3.75,5
11.5,19.93,10.8,3.75,6
11.5,20.31,10.8,3.75,7
11.5,20.7,10.8,3.75,8
11.5,17.9,10.8,4.0,0
11.5,18.29,10.8,4.0,1
11.5,18.69,10.8,4.0,2
11.5,19.08,10.8,4.0,3
11.5,19.47,10.8,4.0,4
11.5,19.87,10.8,4.0,5
11.5,20.26,10.8,4.0,6
11.5,20.66,10.8,4.0,7
11.5,21.05,10.8,4.0,8
11.5,13.28,11.0,0.0,0
11.5,13.57,11.0,0.0,1
